,song_uri,key,mode,valence,danceability,acousticness,energy,instrumentalness,liveness,loudness,speechiness,tempo,time_signature,duration_ms
0,6fA7akEuTUL3dW1V0GELaZ,6,0,0.527,0.518,0.0404,0.83,3.85e-06,0.375,-6.814,0.0386,95.468,4,256133
1,5PXYIVQZ8xmNoONoHzbrv2,11,0,0.763,0.739,0.00947,0.947,2.99e-05,0.326,-1.915,0.0412,88.009,4,261933
2,7mCRbaZCjHY2soGQPw93cY,2,1,0.427,0.46,5.44e-05,0.829,9.2e-05,0.227,-6.266,0.0355,155.843,4,316733
3,1kuZSCuFZh718pUEMhgfSs,6,0,0.762,0.783,0.0817,0.58,0.0,0.0831,-7.398,0.298,93.026,4,284360
4,4pmc2AxSEq6g7hPVlJCPyP,1,1,0.683,0.771,0.00543,0.685,0.00157,0.0537,-4.639,0.0567,88.997,4,230200
5,60e1nB8fP9h4Yw44sIfeQx,2,1,0.714,0.706,0.119,0.888,9.64e-05,0.07,-6.959,0.0654,121.549,4,253733
6,5ZPp1V3PufN6qhAe3rLNmb,11,0,0.527,0.544,0.00657,0.878,1.43e-05,0.17,-5.145,0.0288,99.024,4,233827
7,6LCbPOnvjxSaRnNBKH1JII,10,0,0.669,0.829,0.085,0.86,0.0,0.0412,-6.381,0.0845,107.91,4,202707
8,27cXevtj5VflsCUAZwr9eI,7,1,0.834,0.738,0.00153,0.852,0.0895,0.178,-6.13,0.0766,119.735,4,225813
9,1G6fZu8udnnkJgg8NUoHak,5,0,0.791,0.773,0.0791,0.8,0.00259,0.11,-2.875,0.0825,99.295,4,264940
10,231WyXR4WZi64gPSuOC27u,0,1,0.818,0.754,0.0684,0.819,0.0,0.345,-6.833,0.112,142.137,4,215800
11,0WWKJsCjOAhymkdt8GuKTt,11,1,0.256,0.661,0.452,0.346,0.0,0.131,-9.115,0.03,129.752,4,263667
12,62bOmKYxYg7dhrC6gH9vFn,8,0,0.861,0.61,0.031,0.926,0.0012,0.0821,-4.843,0.0479,172.638,4,200400
13,2dwhMQsFeHr2S787WxqAqW,10,1,0.741,0.578,0.0103,0.894,2.66e-06,0.216,-5.42,0.0296,165.98,4,347107
14,7ffwRz8lZyDOE4Vj58Lo72,3,0,0.792,0.813,0.486,0.949,9.75e-06,0.112,-2.563,0.0336,115.061,4,227707
15,5iKYZAcAchghry6h8Iu5IL,10,0,0.873,0.813,0.235,0.487,7.59e-05,0.0928,-9.78,0.0783,99.0,4,276225
16,2uKNZ4Iim41yoGWpCTcq9Z,1,0,0.272,0.746,0.282,0.443,0.0,0.14,-7.693,0.0771,119.311,4,274227
17,5TAf4lnZCZTLlZHNZMLFLi,2,1,0.736,0.593,0.313,0.642,0.000582,0.0804,-7.284,0.0299,76.403,4,239440
18,2AW37v0bDyuOzGP3XnmFuA,0,0,0.908,0.636,0.0407,0.873,1.27e-06,0.0372,-4.672,0.071,165.071,4,192427
19,2qvKMaube0P8BogoUVQQxm,9,1,0.588,0.628,0.132,0.886,0.0,0.118,-5.357,0.0422,93.017,4,241147
20,5pZrTiyyerSGHUJExDCOxZ,2,1,0.565,0.865,0.00689,0.664,0.0,0.142,-6.822,0.108,162.831,4,287000
21,3X64nkPL7Tt6dM2lzxfdBC,0,1,0.758,0.694,0.0359,0.553,0.0,0.0581,-7.653,0.0284,88.064,4,227093
22,3BsaRV5QIulYz2lV9WWa8T,6,0,0.683,0.63,0.231,0.625,0.0,0.0765,-5.088,0.0252,167.998,4,234960
23,7mYvtEeBdMqRSyj1Qpv6my,1,1,0.527,0.727,0.339,0.445,0.0,0.18,-11.241,0.291,81.125,4,215467
24,4D6bsg0MqGF0PIZLgDydWp,7,1,0.958,0.623,0.0717,0.909,3.17e-05,0.0579,-4.78,0.0312,104.617,4,221653
25,4pqMBZjWHGHFePmboG9h5v,5,0,0.559,0.634,0.014,0.641,0.0013,0.148,-8.333,0.031,135.01,4,239213
26,52v5O1yuKDZEWwQ1sv0YTL,7,1,0.674,0.504,0.00458,0.948,0.0,0.135,-3.285,0.0962,97.015,4,190759
27,4pldO6ZS749Piqi4GISql8,0,1,0.202,0.321,0.0361,0.688,0.0,0.211,-5.775,0.0379,142.79,4,235267
28,2N4viTG9njqCa4c46YyWs1,1,0,0.542,0.683,0.0395,0.866,0.00161,0.0483,-5.436,0.0329,121.996,4,219360
29,4uCHiuS88rfDOgEQfGYnu7,8,1,0.962,0.845,0.0263,0.827,0.000376,0.329,-5.618,0.0424,118.903,4,189907
30,2WfhlEjoUII31H6imnQdvF,10,0,0.927,0.839,0.0324,0.641,4.56e-06,0.0602,-5.669,0.0858,97.004,4,242560
31,12qZHAeOyTf93YAWvGDTat,0,1,0.712,0.442,0.00844,0.893,0.0,0.529,-4.878,0.0505,148.119,4,168000
32,6vgN6KGstss0GnBbKlMNK9,2,1,0.734,0.627,0.127,0.716,0.0,0.0344,-7.175,0.0352,101.99,4,186067
33,13pG2aMM5FWBvVgSfp08fv,1,1,0.298,0.599,0.38,0.47,0.0,0.111,-8.356,0.0376,127.177,4,273707
34,6jI7mAgjr5XByJ5pi7tCfv,4,1,0.967,0.728,0.0814,0.94,0.000162,0.109,-5.034,0.0368,113.76,4,237240
35,046MBhhgQJJghnbgZCkaAR,7,1,0.564,0.478,0.02,0.736,9.58e-05,0.118,-7.124,0.0367,144.705,4,229827
36,1RS3LStQYhju50eBdD9Uul,10,1,0.148,0.348,0.592,0.532,0.0,0.106,-5.882,0.0331,129.297,4,257360
37,1PmHkalaUHhh0fz23SBHDL,1,1,0.891,0.761,0.175,0.627,0.0,0.128,-5.554,0.0538,109.821,4,263227
38,1ckU1EhAO0Nr73QYw24SWJ,7,1,0.473,0.77,0.0561,0.475,4.72e-06,0.0607,-9.512,0.159,82.511,4,261573
39,3jidVkVSRVg2H5TGwhLCLj,5,0,0.963,0.729,0.0231,0.881,0.0,0.0872,-5.024,0.0283,118.58,4,182267
40,2yAVzRiEQooPEJ9SYx11L3,7,0,0.765,0.822,0.259,0.969,0.000153,0.39,-11.471,0.0582,128.007,4,283748
41,3zYufmyv6HOuiHn1eMR6Ja,0,0,0.147,0.586,0.011,0.659,0.0,0.106,-7.92,0.0304,111.989,4,285960
42,7KccdUP4IslFXUNNseqBc7,5,0,0.77,0.948,0.0287,0.656,0.0,0.0472,-4.34,0.0606,104.495,4,284533
43,6gEioWsXbaNY025YFTYaBE,11,0,0.692,0.753,0.0392,0.745,0.00321,0.0664,-5.698,0.0312,97.919,4,298933
44,3NEzjZbeSCy72Kx1clSYgC,7,0,0.726,0.829,0.067,0.652,0.0,0.0812,-8.693,0.108,99.581,4,243159
45,7tBTYzFlsTop8Fc6UwKgaL,2,0,0.778,0.625,0.123,0.822,0.0,0.145,-4.777,0.035,96.555,4,261093
46,6naxalmIoLFWR0siv8dnQQ,1,0,0.894,0.751,0.3,0.834,1.77e-05,0.355,-5.444,0.0437,95.053,4,211160
47,5gZEhPrN1VLqTG1nIAXeNK,4,0,0.0743,0.59,0.156,0.666,0.0,0.136,-4.047,0.0244,104.042,4,263800
48,3vBCidtb2COLLFOYv9ngxV,8,1,0.259,0.562,0.678,0.493,0.0,0.14,-7.913,0.0341,80.987,4,223469
49,2c5wml8wsBnPfNSbCZ574T,2,1,0.276,0.446,0.000103,0.762,7.2e-05,0.26,-8.971,0.0422,98.993,4,359520
50,64BbK9SFKH2jk86U3dGj2P,0,1,0.513,0.458,0.00316,0.795,0.000202,0.0756,-3.265,0.0574,123.229,4,255373
51,3LL7bpdVHDSGq0qv3t7nU6,4,0,0.394,0.53,0.192,0.752,0.0,0.476,-10.621,0.37,137.591,4,261101
52,1MOqMyQ7CULmWWjovkFY5B,0,1,0.252,0.565,0.579,0.547,0.0,0.194,-7.722,0.0347,75.018,4,209320
53,3VEZvzr84WVnoorZ4tlBSw,8,0,0.508,0.721,0.112,0.836,0.0,0.235,-3.972,0.206,126.279,4,244053
54,3UrD2ZM5xfp3wThKlyZzSY,0,1,0.643,0.798,0.247,0.48,0.0,0.237,-5.564,0.0276,108.241,4,255600
55,3lqT89gv8p3PYwXtr3ODjv,1,1,0.224,0.736,0.0593,0.666,3.82e-05,0.107,-4.929,0.0337,89.824,4,226760
56,5brvhhh3IWBMhdntdi1uJw,6,1,0.533,0.694,0.000355,0.715,5.21e-06,0.214,-4.294,0.0267,127.989,4,292427
57,5nBQ3h196Qx78Im2DRErrs,4,1,0.31,0.628,0.0569,0.749,0.00204,0.134,-5.18,0.03,129.2,4,327667
58,1jRzdY7oUBOhrylNtiMtBD,7,1,0.666,0.914,0.0626,0.607,0.0,0.0515,-5.658,0.32,98.054,4,256973
59,4eboQESZB6YGrnsEgYo6eU,5,0,0.576,0.744,0.35,0.415,0.0,0.0891,-8.987,0.106,75.571,4,348893
60,4ocbH5ZJqajZIpUrqRUoue,7,1,0.594,0.675,0.0863,0.553,7.58e-06,0.118,-7.775,0.0486,90.02,4,239933
61,2AaknMNIfzMqZGvbcDsJHZ,11,1,0.53,0.51,0.0738,0.931,0.0,0.5,-3.302,0.347,201.936,4,268867
62,7hUGxgzqqtCju8u7NSHeTN,1,0,0.321,0.788,0.0648,0.7,5.71e-05,0.17,-5.175,0.0438,97.993,4,235893
63,0Zh5U48tZNeAzzLTV1CVBE,8,1,0.603,0.925,0.092,0.737,0.0,0.169,-1.292,0.0777,133.946,4,222240
64,296XGtH5MeGisqD3uAz6Q6,2,1,0.818,0.488,0.129,0.923,0.0,0.158,-3.697,0.103,183.891,4,202253
65,5cSPxI8joD9uZsuw92SIug,9,1,0.334,0.512,0.416,0.623,1.29e-05,0.265,-4.713,0.029,131.908,4,241013
66,20LxTsa6936zOlzTWqoPVt,3,0,0.311,0.92,0.0313,0.891,0.0,0.083,-2.398,0.253,95.295,4,161600
67,70XtWbcVZcpaOddJftMcVi,7,1,0.706,0.677,0.56,0.665,1.01e-06,0.338,-5.171,0.0305,74.981,4,312533
68,5K42nFG0GelzG7oESUf7uj,4,1,0.201,0.582,0.195,0.62,2.58e-06,0.0993,-8.465,0.0281,102.018,4,281840
69,1PrZOkFxJqTZAH8P3x87hW,2,1,0.452,0.674,0.00408,0.623,5.61e-05,0.0488,-5.97,0.0283,126.547,4,206733
70,7tmK7bCxKxEqCF5xUROyWg,9,1,0.296,0.647,0.687,0.482,0.0,0.237,-5.036,0.029,132.335,4,204067
71,2uZwyxrg6VPvlVsvclIfel,5,0,0.453,0.664,0.52,0.396,0.0,0.268,-9.131,0.0298,102.053,4,253627
72,5hM3QJjTsmSEMwHw0dFISp,0,1,0.669,0.648,0.0534,0.667,6.94e-06,0.0908,-8.986,0.0311,109.609,4,209067
73,3JEPfsHlaIfPsB6I8BY4Sl,9,1,0.263,0.444,0.12,0.484,0.0,0.135,-8.311,0.0289,147.715,4,279867
74,3dbywb1zxwI3h1m9o304eY,11,1,0.755,0.504,0.000807,0.901,0.0,0.0839,-3.776,0.0491,132.729,4,238333
75,5d8woPn6sHRA6yPnnHnqSt,10,0,0.817,0.879,0.017,0.681,0.0,0.0669,-8.951,0.24,99.974,4,221160
76,487Dyzs7Xbbk4hIWYyYT80,11,1,0.433,0.859,0.0661,0.622,0.0,0.0394,-8.196,0.0445,134.007,4,243533
77,09k2b6shEz5Xd6cuo8DHWu,7,0,0.244,0.381,0.0569,0.451,0.0,0.112,-9.592,0.0307,151.109,4,294440
78,45e8T07myBjutIx2xh8Kq5,8,0,0.786,0.671,0.00182,0.88,0.667,0.285,-6.149,0.0552,136.956,4,214883
79,1C2Q3AymKS17bw7T5gfq6p,7,0,0.74,0.85,0.309,0.674,0.000645,0.0356,-7.981,0.0373,115.005,4,220107
80,2Fsg9at6oxnR7h6PhNcOmE,4,1,0.769,0.739,0.498,0.688,0.0,0.17,-5.581,0.0349,126.998,4,211253
81,0IvTGWbNnCiUi9IOF7ye3F,9,1,0.852,0.826,0.0101,0.656,0.000113,0.0272,-8.529,0.0617,129.963,4,251040
82,4rZB2G955dQMcjlb7e3VNB,4,1,0.322,0.696,0.0685,0.627,0.0,0.0993,-5.629,0.0334,116.047,4,274267
83,4DJwdQDai9DLYBL9TNrEDo,4,0,0.352,0.688,0.131,0.716,0.0,0.134,-4.001,0.0297,96.043,4,247600
84,79z200uPQGL39Ms0nqzF2f,8,1,0.944,0.842,0.367,0.639,0.0,0.223,-8.63,0.151,71.992,4,203200
85,3rXCZRMiMZp0feGcYXpwYX,6,1,0.455,0.467,0.365,0.622,0.00527,0.0982,-7.255,0.031,164.418,4,287267
86,0Lu2QVNjbM4QiuWUUoCG8b,9,0,0.693,0.702,0.526,0.573,0.0,0.23,-5.69,0.0344,129.999,4,255093
87,69XUpOpjzDKcfdxqZebGiI,6,0,0.927,0.73,0.362,0.602,3.69e-06,0.169,-3.782,0.206,97.954,4,221133
88,1rj0XawWJNisX7SGYexowJ,0,0,0.758,0.739,0.205,0.75,0.0,0.157,-4.513,0.0278,109.983,4,200160
89,5jOvmh1DYmaiBPETL6HCRY,10,0,0.854,0.694,0.00224,0.941,0.0826,0.109,-6.108,0.0408,125.014,4,246507
90,5siee1e4lz8uF51OokjglA,7,1,0.813,0.79,0.0313,0.68,0.0,0.194,-7.807,0.153,100.442,4,196240
91,4pbyDPjFgfPqFTcIMC8xpK,7,1,0.861,0.708,0.0267,0.772,0.0,0.467,-4.264,0.0322,103.035,4,258560
92,6jWLyg8AuMQ9LtIB2UlfOF,1,1,0.502,0.537,0.000966,0.858,0.0,0.0812,-4.903,0.0349,124.599,4,216360
93,0KQx6HOpJueiSkztcS0r7D,11,0,0.482,0.652,0.263,0.609,0.00101,0.233,-7.519,0.037,95.986,3,210200
94,5kwYu0MpbpHVIwOFJHQKHb,2,1,0.702,0.753,0.0175,0.933,0.0853,0.127,-3.011,0.0743,113.521,3,329933
95,2hKdd3qO7cWr2Jo0Bcs0MA,0,1,0.497,0.481,0.153,0.638,0.0,0.154,-5.862,0.0276,79.064,4,259933
96,0KVDgPXa4xckOzKE5Xae3I,7,1,0.734,0.875,0.00466,0.845,0.00341,0.0806,-3.787,0.0368,110.793,4,297293
97,2f5N826udWfjT9iomeaBJt,9,1,0.361,0.544,0.427,0.659,1.33e-06,0.126,-7.191,0.0298,109.933,4,274933
98,5DCA1FOUDBURlRTNg4ganf,1,0,0.887,0.905,0.249,0.559,0.0,0.0646,-4.237,0.11,90.031,4,229933
99,3yUcJwYu7fXAfqMj9krY6l,1,0,0.762,0.725,0.3,0.583,0.000238,0.0665,-9.942,0.0427,79.984,4,218360
100,5c1QJAiC3773EwiZLwHf5x,2,1,0.789,0.55,0.0148,0.804,4.33e-05,0.105,-5.218,0.0271,79.166,4,231667
101,69XUpOpjzDKcfdxqZebGiI,6,0,0.927,0.73,0.362,0.602,3.69e-06,0.169,-3.782,0.206,97.954,4,221133
102,0ho4ac5tM9CNcmeIElhadF,5,0,0.67,0.696,0.169,0.722,0.0,0.289,-5.319,0.0801,90.116,4,250493
103,1lzr43nnXAijIGYnCT8M8H,0,1,0.654,0.853,0.0561,0.606,0.0,0.313,-4.596,0.0713,94.759,4,227600
104,4d9oGo5vYemu3GUqTXYEMA,9,0,0.642,0.638,0.166,0.53,0.0,0.0746,-7.962,0.0514,87.037,4,232133
105,1BExV8JprNJLvLeDE9qdEW,6,1,0.0824,0.509,0.00189,0.774,0.000549,0.143,-4.054,0.0338,116.529,4,264707
106,2QsZVnbWVSjKMXK6K3uRBL,6,1,0.726,0.657,0.194,0.629,0.0,0.254,-4.938,0.0782,93.985,4,266893
107,5mNV8Mz59bzyuQ53gTw0c0,5,0,0.86,0.596,0.31,0.661,0.0,0.0847,-6.239,0.226,129.491,5,232573
108,6dViIgkYIRccNImPln58rS,6,1,0.807,0.74,0.116,0.766,0.0,0.0406,-2.939,0.178,170.531,4,235133
109,6R9bdvExOZiLrwmBkXsPGr,7,1,0.722,0.85,0.0616,0.7,1.8e-06,0.244,-6.49,0.0478,101.875,4,291782
110,4KoecuyOpZaNFZ0UqVsllc,5,1,0.916,0.817,0.439,0.585,0.0,0.147,-4.688,0.0301,105.014,4,218440
111,2SLZ2rX5773RS16mcqBxG7,4,0,0.768,0.677,0.00277,0.52,0.0,0.0532,-6.255,0.334,203.862,4,193093
112,7nnWIPM5hwE3DaUBkvOIpy,4,0,0.666,0.645,0.0562,0.792,0.0121,0.119,-7.34,0.036,90.565,4,232453
113,1JeRFLoIpWHUgYogZCNUPY,7,1,0.833,0.738,0.244,0.776,0.0,0.469,-7.32,0.235,95.942,4,175399
114,2Mpj1Ul5OFPyyP4wB62Rvi,1,0,0.619,0.514,0.0559,0.911,0.0,0.775,-2.027,0.41,161.109,4,254027
115,22i1Mf8U86PP8PqXh6S6DG,5,1,0.611,0.741,0.0148,0.859,1.84e-06,0.664,-2.223,0.057,109.905,4,265973
116,0I3q5fE6wg7LIfHGngUTnV,4,0,0.613,0.843,0.143,0.806,0.0,0.0771,-5.946,0.269,94.948,4,270507
117,6QAOkWnUrLLoDfmndW9Z3P,4,0,0.66,0.777,0.00275,0.834,1.3e-06,0.361,-5.129,0.0843,97.527,4,221467
118,6vgN6KGstss0GnBbKlMNK9,2,1,0.734,0.627,0.127,0.716,0.0,0.0344,-7.175,0.0352,101.99,4,186067
119,2ozJmnjqCMJavEKoHqiou0,8,1,0.601,0.723,0.0925,0.927,2.57e-06,0.128,-5.848,0.208,155.898,4,226667
120,07OYtgq6wXgC5CzI9HbZ1w,9,0,0.641,0.739,0.00131,0.808,0.000174,0.139,-4.797,0.0818,103.51,4,215800
121,0VGHoMRGfUf2CMFokyuhaC,1,0,0.791,0.831,0.0024,0.79,0.0,0.0515,-4.714,0.165,93.14,4,262827
122,5q4I6I0ytvTKuYe1Fquxnx,8,0,0.967,0.914,0.133,0.551,2.61e-05,0.0841,-3.879,0.0455,92.889,4,265867
123,09k2b6shEz5Xd6cuo8DHWu,7,0,0.244,0.381,0.0569,0.451,0.0,0.112,-9.592,0.0307,151.109,4,294440
124,1sVv67vCTTKGBM5ZHYAcli,4,1,0.39,0.623,0.0358,0.714,0.0209,0.101,-6.996,0.0442,97.13,4,229093
125,23EhTCPRTlLVM6VQUyh8bH,7,1,0.679,0.699,0.0502,0.618,0.000925,0.0914,-7.338,0.0594,99.965,4,280973
126,6zsk6uF3MxfIeHPlubKBvR,0,1,0.74,0.797,0.533,0.75,0.108,0.095,-9.369,0.247,177.87,4,211120
127,7cBkvVb3j6ZpNxv4fm49Dd,0,1,0.484,0.68,0.0886,0.642,0.0,0.6,-4.534,0.0262,116.101,4,262773
128,5c0gNby3UO6SEk5uJvdSMz,8,1,0.858,0.686,0.418,0.742,0.00728,0.0871,-6.981,0.0389,132.495,4,231493
129,10uLBkJPoWrWnyQuP5MqGJ,2,1,0.908,0.736,0.141,0.916,0.00044,0.178,-4.155,0.043,127.883,4,272360
130,1p7hxxdJVLcSuIp7k6kidC,7,1,0.209,0.39,0.103,0.715,0.0,0.183,-6.12,0.0329,140.791,4,234667
131,7hUGxgzqqtCju8u7NSHeTN,1,0,0.321,0.788,0.0648,0.7,5.71e-05,0.17,-5.175,0.0438,97.993,4,235893
132,7pbNNVcFePJV3Wani6zH8q,0,1,0.234,0.652,0.257,0.447,0.0,0.253,-5.507,0.0287,126.905,4,250800
133,31CsLSgn0HdZEVC8Bnnmvr,1,0,0.586,0.835,0.00247,0.833,0.0,0.171,-4.364,0.284,103.358,4,207733
134,5xPQsTrT2LjidijK2Tzlxh,10,1,0.616,0.623,0.145,0.605,3.46e-06,0.227,-5.113,0.0353,89.656,4,243160
135,5ZPp1V3PufN6qhAe3rLNmb,11,0,0.527,0.544,0.00657,0.878,1.43e-05,0.17,-5.145,0.0288,99.024,4,233827
136,16Kue5oSvbKZank8Gm8wcn,7,1,0.423,0.857,0.0615,0.497,0.0,0.283,-6.078,0.128,94.938,4,196760
137,3eWxADd1CLwJVhyPzrCpl8,4,1,0.936,0.677,0.0465,0.771,0.0,0.165,-5.852,0.0471,99.91,4,218333
138,4iihDHIoKZdOeOW1kFDUtR,9,1,0.632,0.517,0.005,0.89,1.47e-05,0.0824,-4.033,0.0539,118.009,4,214333
139,1X1KDnhTnb28tpJlgOV3lD,5,0,0.646,0.751,0.136,0.568,0.0,0.0288,-5.431,0.0872,128.002,4,246720
140,6c7b38jca5pwnY6Tf8W7n5,1,0,0.756,0.521,0.273,0.548,0.0,0.0438,-7.425,0.072,172.544,4,284760
141,0Uyh92tLyb9JawG8lmWCzJ,3,0,0.423,0.562,0.318,0.594,0.0,0.311,-4.578,0.0558,62.876,4,265533
142,46n2EGFnPC3tzWCN1Aqe26,2,1,0.466,0.55,0.354,0.587,0.0,0.128,-6.279,0.0329,165.975,4,284760
143,2mnQSfxDVIdO74cmMW4gFt,7,1,0.575,0.77,0.00357,0.828,7.5e-06,0.34,-7.599,0.32,92.406,4,288787
144,3xYwc8Jjv47NbtnYGn8Bvt,6,0,0.644,0.768,0.286,0.541,0.0,0.107,-5.183,0.1,95.715,4,265588
145,2gdt70w8DOCWGq1HdkgSUd,0,1,0.41,0.457,0.000487,0.926,5.69e-05,0.0949,-5.461,0.038,93.964,4,202027
146,3z7UpNMQxSoS1V4PtupjD1,11,0,0.552,0.631,0.196,0.682,0.0,0.628,-5.845,0.0289,99.64,4,305333
147,656iArbmLuFlQxYytP7JaS,1,1,0.388,0.555,0.07,0.926,0.0,0.74,-9.366,0.268,98.277,4,64169
148,6tCwruHQ4QHJRNHlLTj6RF,9,1,0.61,0.848,0.0193,0.638,7.15e-06,0.131,-8.395,0.306,93.881,4,274693
149,0xwBnVDGM7t5rjDN7AWqx0,7,1,0.717,0.913,0.193,0.864,2.52e-05,0.0302,-5.394,0.215,97.975,4,212173
150,6FLwmdmW77N1Pxb1aWsZmO,3,1,0.213,0.418,0.841,0.249,0.661,0.112,-13.744,0.0301,82.803,4,218547
151,0NdEFLohwfZpyncrBCq1ZY,6,0,0.91,0.781,0.0859,0.583,0.00216,0.058,-7.83,0.0628,156.264,4,213493
152,1229CMlKZ0VULaGt0lTVzc,5,1,0.471,0.643,0.485,0.536,0.0,0.0831,-5.593,0.0278,122.919,4,240267
153,08GOEVXupC6ECbulhPGQKm,0,1,0.206,0.676,0.103,0.601,0.0,0.147,-4.905,0.0297,119.94,4,285387
154,2TVSa07y6g3HRn4oLWv57M,8,0,0.687,0.659,0.0279,0.966,8.25e-05,0.0489,-2.783,0.0538,93.008,4,193600
155,0xikWgPgYN9BEes0ieZ8Co,3,0,0.678,0.697,0.0614,0.925,0.0,0.095,-4.209,0.216,96.951,4,295827
156,26eo3hAqeiUvXFs3viAi1s,9,1,0.192,0.417,0.136,0.763,0.0,0.178,-4.901,0.0357,170.278,4,243067
157,5t2gSYVvBV9kH4t7Czertq,8,1,0.17,0.321,0.513,0.511,0.0,0.127,-7.77,0.0306,128.98,4,222120
158,5taoBCSnVzfJ6tIaniHGLU,6,0,0.307,0.46,0.296,0.511,0.0,0.097,-6.435,0.0511,99.281,4,303600
159,769geiA8btidGHda4BBDOJ,1,1,0.233,0.66,0.0106,0.71,7.01e-06,0.0736,-4.541,0.0409,97.988,4,264933
160,5zn1hpm9N0ylKB7kOtpCw2,2,0,0.761,0.721,0.102,0.723,4.4e-06,0.0651,-7.08,0.0631,88.933,4,263440
161,13rH92OpO0KIdBnmlnnLEh,2,1,0.649,0.589,0.0782,0.687,0.000289,0.419,-6.222,0.0981,180.214,4,276067
162,6CkydK3NOAMScIhViRzXoB,0,1,0.705,0.325,0.144,0.887,1.35e-06,0.431,-4.199,0.0569,202.339,4,199413
163,5ai6x1LTkX7MJEZJOldqBd,6,1,0.9,0.711,0.0359,0.848,0.0015,0.0316,-1.51,0.182,104.671,4,211560
164,34Vn9nKfztyLco9lJazy4j,3,1,0.221,0.377,0.61,0.395,0.0,0.295,-8.622,0.0332,133.296,4,253373
